age,weight,income,year_of_experience,married
62,68,154450,10,1.0
26,78,164900,11,0.0
26,64,144300,9,0.0
22,65,168750,11,0.0
62,72,114000,5,0.0
24,70,260650,21,0.0
53,79,106150,5,1.0
65,71,171050,11,1.0
35,69,145900,7,1.0
56,71,189400,13,1.0
46,78,228600,18,1.0
43,63,147250,9,1.0
65,85,114600,6,0.0
64,70,143100,9,0.0
23,71,182150,12,0.0
47,73,113000,5,1.0
22,73,186850,11,0.0
53,63,130200,6,1.0
46,75,148950,9,1.0
33,71,134550,8,0.0
50,70,176850,12,1.0
48,75,242150,18,1.0
37,64,144550,8,0.0
58,66,198850,14,1.0
37,70,152200,9,1.0
34,75,194650,13,1.0
19,69,141350,8,0.0
23,70,165950,11,0.0
41,86,148500,9,1.0
30,72,171300,12,0.0
32,63,200650,14,0.0
18,76,135200,8,0.0
48,64,153000,8,1.0
45,81,124450,6,1.0
66,81,177150,12,1.0
58,66,147950,8,0.0
65,69,234900,18,1.0
34,68,98500,4,0.0
43,67,86300,3,1.0
59,67,98900,4,1.0
61,73,159250,10,1.0
37,73,207400,15,0.0
35,76,137000,8,0.0
52,67,150750,9,0.0
66,61,105700,5,1.0
19,75,121650,7,0.0
54,76,197800,14,0.0
59,74,185450,13,0.0
42,65,169850,10,1.0
36,68,89800,4,1.0
52,73,92150,3,1.0
56,71,165250,11,1.0
61,69,223500,16,0.0
34,73,160900,10,0.0
22,65,226450,16,0.0
61,70,164850,10,1.0
67,66,162600,10,0.0
23,72,215100,16,0.0
41,77,132550,7,1.0
54,73,192700,13,0.0
24,68,103850,5,0.0
31,70,167800,11,1.0
49,63,114800,6,1.0
54,70,95000,3,1.0
21,67,139700,9,0.0
31,71,71150,2,0.0
38,81,103200,4,0.0
21,74,159150,11,0.0
57,67,103200,4,1.0
35,68,111400,6,1.0
55,72,131400,7,1.0
48,68,151700,9,1.0
26,69,194750,13,0.0
39,74,190200,13,1.0
57,78,283900,22,1.0
55,69,161600,9,1.0
54,73,152850,9,1.0
66,71,159800,11,1.0
58,68,115450,6,0.0
42,70,94450,3,1.0
52,66,203950,14,1.0
18,63,109350,6,0.0
35,64,254050,18,0.0
53,65,120350,6,1.0
38,69,113950,6,1.0
23,75,181500,12,0.0
19,70,198250,13,0.0
34,76,80850,2,1.0
19,64,141600,7,0.0
63,77,239500,17,1.0
39,70,115400,5,0.0
50,65,107350,5,1.0
39,64,144250,9,0.0
66,68,171600,11,1.0
38,57,159250,10,1.0
31,65,117750,4,0.0
42,76,137650,8,1.0
59,63,165950,11,0.0
27,74,135400,7,0.0
23,68,134100,8,0.0
23,72,112200,5,0.0
33,67,169600,11,1.0
30,69,116800,6,0.0
33,74,98200,5,1.0
64,69,89750,3,1.0
27,62,142350,8,0.0
31,64,162050,11,0.0
31,73,183900,13,1.0
56,67,122200,6,1.0
65,73,122150,7,1.0
46,68,107750,4,1.0
19,72,173400,11,0.0
22,68,119700,6,0.0
60,70,166850,11,0.0
30,65,266900,21,0.0
67,68,171800,11,1.0
32,65,142300,9,0.0
19,70,163050,9,0.0
60,67,144800,9,1.0
66,71,218950,17,1.0
55,79,225250,16,1.0
18,70,78350,2,0.0
27,68,207650,15,0.0
33,78,128400,7,0.0
43,67,180600,12,0.0
36,70,168650,11,0.0
51,63,126300,7,1.0
38,75,136550,7,0.0
56,78,135500,8,1.0
46,69,154450,10,0.0
35,66,170250,10,1.0
40,67,142700,9,1.0
34,74,102200,4,1.0
36,73,168900,12,1.0
49,71,148150,9,1.0
41,89,325400,27,1.0
24,60,157350,9,0.0
46,69,166700,11,1.0
24,63,159500,10,0.0
35,60,142400,9,0.0
57,63,254150,19,0.0
38,68,141050,8,0.0
40,70,176500,12,0.0
57,70,186100,13,1.0
49,65,135850,8,1.0
48,66,92050,4,1.0
48,69,75450,2,1.0
24,79,111900,5,0.0
55,74,194050,14,1.0
48,69,174850,12,0.0
62,68,117750,6,1.0
64,75,122950,7,1.0
61,68,134700,8,1.0
48,75,158300,8,1.0
23,70,158750,8,0.0
26,62,231150,17,0.0
18,75,116050,6,0.0
41,71,123500,6,1.0
38,65,156850,10,1.0
52,65,234500,17,0.0
39,64,190250,13,1.0
21,66,137850,8,0.0
26,69,124750,7,0.0
53,75,185950,12,0.0
41,73,133400,8,1.0
29,70,99350,4,0.0
39,68,129200,8,0.0
44,74,98350,2,0.0
55,72,107300,5,1.0
19,71,220800,17,0.0
20,73,110600,6,0.0
32,65,138000,8,1.0
64,66,134850,8,1.0
37,78,136650,6,0.0
50,67,112050,5,1.0
43,76,253050,19,1.0
59,80,163950,10,0.0
28,68,143000,9,0.0
31,63,254300,19,1.0
30,66,129500,7,0.0
19,64,130450,8,0.0
35,72,234050,17,0.0
31,69,134150,8,0.0
22,68,90100,4,0.0
30,74,195950,14,0.0
32,72,74800,1,0.0
18,71,191500,14,0.0
63,64,157650,9,1.0
52,73,109050,4,0.0
24,69,219400,17,0.0
37,63,101250,4,0.0
28,65,237750,18,0.0
33,70,95200,3,1.0
66,69,195300,13,1.0
53,73,107800,5,1.0
61,69,167600,10,1.0
36,60,234350,18,0.0
46,75,177400,11,0.0
48,71,121450,7,1.0
64,76,115350,6,1.0
43,65,174350,11,1.0
66,81,144200,9,1.0
25,59,129450,7,0.0
64,78,131100,7,1.0
53,70,147250,9,0.0
18,71,122100,6,0.0
18,68,287500,22,0.0
56,69,100650,5,1.0
67,58,120400,6,0.0
40,72,149500,9,0.0
53,78,115000,6,1.0
25,66,150600,8,0.0
52,72,180900,12,0.0
44,69,207350,15,0.0
43,77,154000,8,0.0
43,73,157650,10,0.0
65,72,139000,9,1.0
40,68,155350,10,1.0
66,70,116350,6,1.0
64,63,153650,10,0.0
42,70,82750,3,1.0
66,74,249300,19,1.0
19,76,150100,9,0.0
42,73,175250,11,0.0
50,75,163350,11,1.0
31,65,120600,7,0.0
39,67,112700,6,0.0
44,72,214650,15,1.0
30,80,319550,26,0.0
30,81,110300,4,0.0
22,68,115800,5,0.0
18,60,182800,12,0.0
66,71,270400,21,1.0
48,68,156850,10,1.0
26,64,198700,14,0.0
27,76,164400,10,0.0
51,70,223500,16,1.0
41,69,214000,16,0.0
61,74,209100,14,1.0
36,73,131150,8,1.0
54,80,241900,19,0.0
58,62,170700,12,1.0
30,76,177700,12,0.0
66,64,216250,15,0.0
56,62,195750,13,1.0
24,68,97800,4,0.0
66,80,128300,7,0.0
35,66,216900,15,0.0
60,72,224450,15,1.0
50,72,126700,6,0.0
49,69,223650,16,1.0
36,80,164450,10,0.0
40,72,175250,12,0.0
38,63,196750,14,0.0
55,65,195050,14,0.0
48,75,194050,13,1.0
30,73,152300,9,0.0
41,68,167850,11,1.0
56,63,130350,6,0.0
47,70,223850,16,1.0
67,59,148100,9,1.0
30,72,154600,10,0.0
51,70,155900,9,1.0
57,66,100150,5,1.0
52,76,112900,5,1.0
26,67,220750,16,0.0
35,68,174150,11,1.0
67,67,255200,18,1.0
25,69,243800,18,0.0
67,73,133550,7,1.0
36,71,153400,10,0.0
40,62,152750,9,1.0
29,71,173550,11,0.0
47,66,179400,11,1.0
48,69,177350,12,1.0
50,65,171300,12,1.0
28,59,147150,9,0.0
60,72,155700,9,1.0
67,72,84350,4,0.0
38,87,105100,5,1.0
51,74,162350,9,0.0
39,76,131900,7,1.0
19,69,143100,9,0.0
56,73,99850,4,1.0
40,74,154050,10,0.0
43,69,111000,5,0.0
33,66,155450,9,1.0
27,73,120000,6,0.0
66,59,153150,8,1.0
66,69,126000,7,1.0
56,73,220100,16,1.0
61,76,145650,9,1.0
43,71,100650,5,1.0
51,66,102050,4,1.0
50,70,156500,11,1.0
54,70,86900,3,1.0
38,77,225600,17,0.0
35,77,202350,14,0.0
61,64,92850,4,1.0
18,80,177750,13,0.0
21,71,158400,10,0.0
53,79,194400,14,0.0
20,67,146000,9,0.0
46,67,125000,6,1.0
24,66,156000,10,0.0
50,70,150150,9,0.0
36,72,124900,6,0.0
37,70,136850,8,1.0
21,66,217750,15,0.0
25,76,93700,4,0.0
41,56,184850,13,1.0
34,79,101650,5,1.0
54,78,188150,12,1.0
48,65,108800,4,1.0
19,67,253250,20,0.0
40,70,122800,7,1.0
39,77,112800,6,1.0
46,71,152800,9,1.0
51,79,151750,8,0.0
26,75,220400,16,0.0
41,71,155950,9,1.0
61,60,92500,3,0.0
60,69,149200,9,1.0
35,68,127450,7,0.0
29,63,116000,5,0.0
57,74,93350,4,1.0
32,67,109800,6,0.0
48,76,166350,11,1.0
62,66,115250,5,0.0
35,70,133100,8,1.0
63,73,170250,11,1.0
36,69,172150,11,0.0
64,75,150550,10,0.0
60,73,121900,6,1.0
56,71,101200,5,1.0
29,61,144050,8,0.0
56,75,114150,5,0.0
65,68,154750,8,1.0
44,68,159250,10,0.0
34,69,162350,10,1.0
28,76,74700,1,0.0
67,71,131200,7,1.0
53,63,145000,9,1.0
34,69,177300,12,0.0
59,70,136850,8,1.0
67,82,157250,10,1.0
60,65,270800,21,1.0
62,70,133150,7,1.0
26,64,117600,6,0.0
38,69,214400,15,1.0
64,74,172750,12,0.0
41,71,136150,8,1.0
66,66,87650,3,1.0
50,70,129050,7,0.0
52,77,181800,12,0.0
18,80,121850,7,0.0
29,76,190550,12,0.0
63,76,259100,20,1.0
21,77,110600,5,0.0
62,73,210300,14,1.0
54,77,154050,10,1.0
26,65,74850,2,0.0
21,68,164700,9,0.0
43,69,128950,8,1.0
58,63,272750,20,1.0
57,71,107650,5,0.0
64,69,140550,8,0.0
21,70,183150,12,0.0
57,68,136900,8,1.0
46,70,180100,12,1.0
38,81,195450,14,0.0
34,75,162600,10,0.0
40,63,232000,17,1.0
67,69,166700,11,1.0
25,64,86800,2,0.0
29,69,125150,6,0.0
26,67,121650,6,0.0
32,72,198800,14,0.0
65,74,174850,11,1.0
61,65,101150,5,1.0
46,75,142100,7,1.0
33,77,228400,17,0.0
18,70,157450,9,0.0
32,77,124950,7,0.0
58,75,115700,6,1.0
56,70,189650,13,1.0
63,71,207650,14,1.0
62,71,212750,16,1.0
42,72,193600,13,1.0
31,69,86450,3,0.0
67,64,204800,15,1.0
53,72,88400,4,1.0
62,69,79850,2,1.0
37,73,108300,5,1.0
38,69,175450,12,0.0
49,61,157000,10,1.0
44,68,259800,20,0.0
22,66,115300,5,0.0
67,72,151400,10,0.0
43,62,151650,10,1.0
67,74,307850,25,1.0
41,63,245550,18,0.0
54,69,178650,12,1.0
31,70,153400,9,0.0
57,65,144750,9,1.0
33,66,144000,9,0.0
32,79,284100,22,1.0
59,60,145650,9,1.0
50,70,147800,9,1.0
57,73,144400,9,1.0
34,74,170550,11,1.0
64,66,96250,4,1.0
48,65,150050,10,0.0
29,66,126500,6,0.0
36,69,224800,16,0.0
48,79,149950,10,1.0
55,71,120550,7,1.0
32,69,129350,7,0.0
35,80,109050,5,1.0
46,75,152350,10,1.0
60,61,140850,9,1.0
44,69,119000,6,1.0
25,70,162950,9,0.0
59,69,190400,13,0.0
48,71,130850,7,0.0
45,75,135750,8,1.0
22,73,108550,5,0.0
32,68,141050,9,0.0
47,75,109700,5,1.0
31,68,123350,7,0.0
65,72,103700,4,0.0
37,71,92600,3,1.0
61,77,125800,6,1.0
41,73,168100,10,0.0
26,74,134100,8,0.0
23,73,258250,20,0.0
65,68,260800,20,1.0
19,70,126800,7,0.0
59,71,100750,4,0.0
66,69,264550,21,1.0
22,75,178350,12,0.0
38,68,118050,6,0.0
58,75,226250,16,1.0
33,74,123850,6,0.0
56,76,112850,5,0.0
44,76,139550,7,1.0
41,68,124750,7,0.0
18,77,117800,7,0.0
59,73,175500,12,1.0
59,79,189300,13,1.0
32,65,146000,9,0.0
39,71,192650,13,1.0
33,67,226100,17,1.0
38,76,131800,8,1.0
33,81,204500,14,0.0
48,67,143500,9,1.0
32,71,169350,11,1.0
30,70,155250,9,0.0
45,75,294400,23,1.0
37,68,163100,11,0.0
60,70,178050,11,1.0
22,63,230800,17,0.0
39,69,109200,5,1.0
61,66,129050,8,1.0
21,61,187850,13,0.0
40,75,134250,8,1.0
48,71,143700,9,1.0
21,79,152000,10,0.0
58,77,208300,15,0.0
51,64,215750,15,1.0
48,69,244300,19,1.0
66,66,130900,7,0.0
63,66,173650,11,1.0
61,64,150300,9,1.0
57,55,200300,14,0.0
43,63,99750,4,1.0
58,76,146400,9,1.0
49,72,239350,18,1.0
24,74,126100,7,0.0
43,73,233100,18,1.0
45,63,214800,15,1.0
55,67,112700,6,1.0
64,76,91500,2,1.0
38,63,280950,22,1.0
47,69,134600,7,0.0
45,66,143950,9,1.0
32,66,133350,7,0.0
27,71,118300,6,0.0
59,68,172150,12,1.0
58,71,153750,10,1.0
39,67,124450,6,0.0
60,69,117250,5,1.0
45,68,127800,6,1.0
22,74,105750,5,0.0
42,66,232750,18,1.0
26,79,109000,5,0.0
39,62,241700,19,1.0
32,70,143250,9,0.0
24,69,162600,11,0.0
25,66,134600,8,0.0
67,67,97450,4,1.0
41,65,150350,9,0.0
30,74,169900,11,0.0
45,75,126450,7,1.0
53,70,336500,28,1.0
44,68,137950,8,0.0
28,69,175950,12,0.0
41,67,104850,5,1.0
34,74,184700,13,0.0
37,70,90350,4,0.0
25,67,152700,10,0.0
20,71,124150,7,0.0
33,65,99850,4,0.0
46,68,125950,7,1.0
21,72,173950,12,0.0
41,79,108400,5,0.0
61,67,214700,16,1.0
34,72,155350,8,0.0
44,65,148400,9,0.0
19,70,111800,6,0.0
40,80,307900,25,1.0
53,63,194550,14,0.0
54,68,149050,8,0.0
26,76,106150,4,0.0
24,65,136350,8,0.0
24,82,164100,11,0.0
37,65,226250,17,1.0
42,84,83150,3,1.0
19,64,158850,10,0.0
38,66,105150,4,0.0
32,80,129900,8,0.0
63,70,139400,8,1.0
21,76,212650,16,0.0
58,70,246650,18,1.0
53,72,156750,10,1.0
51,61,159800,9,0.0
37,69,173850,12,0.0
41,73,151350,9,0.0
27,72,141800,9,0.0
21,68,152200,8,0.0
64,68,146800,9,1.0
58,74,115650,5,1.0
41,71,150700,10,1.0
19,68,120450,7,0.0
66,73,110300,6,1.0
51,73,99450,5,0.0
65,67,120250,6,1.0
33,71,105450,5,0.0
24,76,137100,8,0.0
23,73,115800,5,0.0
41,72,177550,11,1.0
41,76,132900,7,0.0
22,66,168950,10,0.0
45,64,130250,7,1.0
65,63,119950,7,1.0
59,75,147950,9,1.0
36,67,149300,9,0.0
41,71,151800,8,0.0
32,70,197300,13,0.0
26,80,139000,7,0.0
63,65,181050,12,1.0
43,65,90850,4,0.0
36,77,118600,6,0.0
35,73,132950,8,0.0
48,78,191950,13,1.0
29,74,123950,7,0.0
44,71,243400,17,1.0
40,65,169000,12,0.0
39,78,148500,9,1.0
34,69,127450,7,0.0
51,69,199700,14,1.0
46,76,197050,14,1.0
60,69,210750,15,1.0
49,74,205150,14,1.0
46,68,119550,6,0.0
26,69,107250,5,0.0
44,67,228950,17,1.0
57,67,98700,4,1.0
45,79,107200,5,0.0
49,73,192450,14,1.0
63,71,100050,3,0.0
25,80,123800,6,0.0
60,69,157550,10,0.0
38,71,164350,11,0.0
67,71,122750,7,1.0
59,77,172750,11,1.0
54,77,87800,3,1.0
22,73,103750,5,0.0
66,77,172700,12,1.0
48,73,150900,9,1.0
26,71,168850,11,0.0
38,60,118150,6,1.0
18,70,177700,10,0.0
39,75,172450,11,0.0
41,74,137600,8,0.0
34,69,101400,4,0.0
22,65,235650,18,0.0
67,72,239650,18,1.0
55,68,239300,18,1.0
40,64,289300,22,0.0
61,71,151600,9,0.0
37,62,128550,7,1.0
29,71,125800,6,0.0
54,72,151000,9,1.0
31,69,141350,8,1.0
52,67,171600,11,0.0
37,71,276400,22,1.0
54,71,135850,8,0.0
67,72,147450,8,0.0
38,72,127150,8,1.0
25,66,156600,10,0.0
48,65,220100,16,0.0
52,69,232000,17,1.0
56,68,197600,14,1.0
33,73,180800,12,1.0
33,75,223650,17,0.0
42,68,154100,10,1.0
40,64,210750,15,1.0
19,70,237900,17,0.0
64,66,95650,4,1.0
24,72,126950,8,0.0
19,72,137700,8,0.0
32,72,162350,11,0.0
54,72,208300,15,1.0
28,75,100500,4,0.0
27,71,120900,5,0.0
31,70,173350,11,0.0
67,74,85400,3,1.0
27,70,123800,6,0.0
62,71,119400,7,1.0
55,69,98250,4,1.0
61,65,123650,7,0.0
63,65,115350,6,1.0
45,72,181100,12,0.0
65,72,181900,12,1.0
42,69,117600,6,1.0
41,65,160650,9,0.0
41,67,123450,6,1.0
22,71,137950,6,0.0
30,70,166150,9,1.0
55,70,182550,12,1.0
44,68,179550,11,0.0
56,68,108350,5,1.0
21,75,178650,12,0.0
49,77,138750,9,0.0
28,73,103150,3,0.0
35,59,227800,16,1.0
18,64,160350,10,0.0
45,71,128600,7,1.0
28,65,113400,6,0.0
39,61,145950,9,1.0
60,75,121600,6,0.0
41,73,149350,9,0.0
57,82,150100,9,1.0
45,76,216850,16,0.0
31,80,181300,11,0.0
61,78,157100,10,0.0
38,71,172050,11,1.0
65,61,92300,4,1.0
35,59,206400,15,0.0
36,68,156800,9,1.0
63,70,98950,5,0.0
43,72,111750,5,1.0
35,77,129250,7,1.0
25,71,200250,14,0.0
51,82,154300,10,0.0
27,79,144650,9,0.0
41,67,207500,15,0.0
51,72,112700,5,0.0
43,75,183100,12,1.0
66,63,168400,12,1.0
19,65,191200,13,0.0
63,72,137450,9,1.0
59,74,102500,4,1.0
37,80,170200,10,1.0
65,71,80150,2,1.0
63,64,136700,8,1.0
59,68,244150,19,0.0
50,73,112850,5,1.0
27,76,144200,9,0.0
55,71,186300,13,0.0
56,67,170850,11,1.0
51,66,156200,9,1.0
32,68,165350,11,0.0
21,71,160300,11,0.0
59,78,85800,3,1.0
53,69,215350,15,1.0
48,63,239650,18,0.0
50,71,152300,9,1.0
20,69,221400,16,0.0
23,71,141650,8,0.0
49,76,144150,8,1.0
53,69,200000,13,1.0
21,74,121000,7,0.0
64,56,161200,10,1.0
33,61,100000,4,1.0
63,81,124100,7,1.0
58,69,169400,10,0.0
29,72,220650,16,0.0
30,66,154850,10,0.0
37,76,138900,8,1.0
41,71,127800,7,0.0
39,71,98900,4,1.0
58,70,185000,11,0.0
47,66,104550,4,0.0
60,68,121250,7,1.0
57,76,159500,10,1.0
64,80,134400,8,1.0
55,64,209750,15,1.0
18,62,191400,13,0.0
53,78,177050,10,0.0
44,63,147150,10,1.0
29,74,112800,6,0.0
24,74,89650,3,0.0
38,66,163350,10,1.0
57,69,81400,2,1.0
32,61,153150,9,0.0
64,71,125950,6,1.0
65,75,152750,9,1.0
58,79,110300,6,1.0
38,68,150200,8,1.0
51,68,203600,14,1.0
47,69,181350,13,1.0
25,64,312050,26,0.0
22,67,191200,14,0.0
31,75,293850,24,1.0
51,67,131400,7,1.0
23,75,147700,7,0.0
22,82,122200,6,0.0
43,77,118400,6,1.0
44,59,148650,9,1.0
40,68,165450,11,0.0
54,68,92100,4,1.0
33,70,246150,19,0.0
66,74,166200,11,0.0
21,66,124400,6,0.0
59,68,139850,8,1.0
43,70,131300,6,1.0
65,72,159550,9,1.0
40,77,209050,15,1.0
21,68,94550,4,0.0
58,63,107050,5,0.0
62,62,99950,4,0.0
46,61,117150,5,1.0
35,76,162350,10,1.0
20,65,113150,6,0.0
54,75,165300,11,1.0
60,63,110600,6,0.0
55,84,151250,9,1.0
23,69,162650,10,0.0
38,72,180250,12,1.0
64,66,106550,4,1.0
40,72,218250,16,0.0
50,85,193650,13,0.0
54,77,142300,8,1.0
64,70,234200,17,0.0
39,66,92200,4,0.0
27,77,108100,5,0.0
63,74,141950,8,1.0
24,80,101200,5,0.0
43,72,197350,14,0.0
65,70,126400,7,1.0
65,76,208750,15,1.0
45,66,133400,8,0.0
39,73,188150,13,1.0
57,69,112400,6,1.0
58,66,166900,10,1.0
43,64,189100,13,0.0
64,65,144200,9,1.0
43,71,184850,13,1.0
40,75,110100,5,1.0
26,66,158850,10,0.0
62,75,184450,13,1.0
60,68,172500,12,1.0
21,71,182850,13,0.0
39,69,128600,6,0.0
27,74,138250,7,0.0
50,65,167000,10,1.0
29,69,182550,12,0.0
55,71,98000,4,0.0
32,64,119900,7,0.0
35,68,119350,7,1.0
48,65,151800,9,1.0
40,78,314250,26,0.0
23,70,156600,9,0.0
18,73,156600,10,0.0
41,67,117200,6,1.0
38,69,107350,4,0.0
35,74,94700,3,1.0
40,68,204250,15,1.0
32,70,110450,5,1.0
59,73,213850,15,1.0
20,66,170500,10,0.0
62,74,158150,9,1.0
24,64,146800,9,0.0
28,73,184550,13,0.0
63,72,183150,13,1.0
58,76,100100,4,1.0
44,74,167900,11,1.0
54,64,153650,10,1.0
46,74,179300,12,1.0
41,70,160750,9,0.0
24,70,117600,6,0.0
22,65,164350,9,0.0
57,74,186650,12,1.0
41,73,256850,19,0.0
56,70,105350,4,0.0
50,75,200700,14,1.0
20,62,144450,9,0.0
59,77,147500,9,0.0
39,69,105400,5,1.0
25,77,96850,3,0.0
40,71,252700,20,1.0
22,76,102800,5,0.0
67,73,111900,6,1.0
25,68,259550,21,0.0
55,62,114950,4,1.0
24,69,131800,7,0.0
43,74,216150,15,0.0
42,69,200950,14,1.0
54,67,147600,8,0.0
60,69,163450,10,1.0
37,69,184800,13,0.0
55,75,90800,3,1.0
31,57,185000,13,0.0
41,66,132900,6,1.0
66,73,118700,6,1.0
43,66,187950,13,1.0
54,71,120900,6,1.0
52,72,114850,6,1.0
51,70,169400,11,1.0
18,83,136650,8,0.0
26,67,249600,19,0.0
62,75,97000,3,1.0
25,69,97000,4,0.0
65,73,196950,14,1.0
56,70,180650,13,1.0
50,75,135150,8,1.0
52,69,244200,18,1.0
66,67,104350,5,1.0
34,67,226550,17,0.0
22,68,267250,20,0.0
46,74,253850,19,0.0
53,66,204600,14,1.0
38,74,156050,10,0.0
64,68,199600,15,0.0
26,61,168000,10,0.0
58,65,167700,11,1.0
60,68,98950,4,0.0
46,66,178450,12,1.0
26,71,181350,11,0.0
67,76,121250,6,0.0
18,61,161200,11,0.0
47,70,140300,8,1.0
65,71,174750,11,1.0
55,72,99150,4,0.0
21,65,179700,12,0.0
66,74,95050,3,1.0
21,70,116950,7,0.0
52,74,110400,5,1.0
31,72,199450,13,1.0
51,71,287350,22,0.0
25,65,172350,12,0.0
44,67,189100,12,1.0
40,75,161000,10,1.0
52,77,232950,18,1.0
31,64,178550,12,0.0
35,67,80550,2,0.0
46,68,204950,14,1.0
50,84,86150,2,1.0
21,65,141450,9,0.0
54,67,179950,12,1.0
20,65,131800,7,0.0
47,68,107300,5,1.0
54,69,70350,2,1.0
62,62,122950,6,1.0
34,71,198150,14,0.0
64,68,184350,12,1.0
60,73,172450,12,0.0
58,62,110350,6,1.0
45,71,182250,12,0.0
67,76,154250,10,1.0
44,79,129850,7,1.0
27,74,116550,6,0.0
25,67,127200,6,0.0
67,69,119450,6,1.0
32,78,134850,7,0.0
35,67,152700,9,0.0
41,69,128850,7,0.0
43,71,104850,5,1.0
50,64,178000,12,1.0
65,70,125250,6,1.0
59,75,175850,12,0.0
62,71,172100,11,1.0
50,71,111750,5,0.0
50,66,156400,10,1.0
56,61,195400,14,0.0
29,65,85050,3,0.0
34,73,191750,14,0.0
51,70,137750,8,0.0
24,67,226650,17,0.0
30,68,151750,9,1.0
45,66,212150,15,1.0
26,60,266200,19,0.0
26,70,168300,11,0.0
52,80,189000,12,1.0
36,65,177850,11,1.0
49,67,126700,7,1.0
47,63,165100,11,1.0
36,71,143850,8,1.0
28,81,139950,8,0.0
53,68,160600,10,1.0
51,72,150650,9,0.0
39,66,254450,20,1.0
36,66,139100,8,1.0
65,68,129850,6,1.0
22,74,168950,11,0.0
43,64,129100,7,1.0
40,64,163750,11,1.0
43,72,181000,12,1.0
61,66,174550,11,1.0
19,61,127700,6,0.0
56,62,131800,7,1.0
56,69,113150,6,1.0
21,75,143300,9,0.0
47,75,146150,8,1.0
18,76,235250,18,0.0
27,73,142800,9,0.0
65,77,243700,19,1.0
33,73,160350,11,1.0
51,66,142450,9,0.0
27,58,140850,8,0.0
58,71,110100,5,1.0
41,73,186100,12,0.0
23,68,126100,7,0.0
66,67,154850,10,1.0
48,61,146750,8,1.0
50,62,208600,15,1.0
48,71,89300,4,0.0
66,65,137300,8,1.0
56,71,222900,13,0.0
30,67,130450,7,0.0
51,70,121850,7,0.0
61,63,172750,12,1.0
67,78,159750,10,1.0
44,65,103850,5,0.0
52,66,200750,13,1.0
50,60,174200,12,1.0
34,67,155650,9,0.0
31,81,191400,13,0.0
22,72,163250,11,0.0
21,61,141800,8,0.0
18,71,102800,4,0.0
24,68,148400,8,0.0
66,67,126650,7,1.0
24,70,172200,10,0.0
18,74,268250,21,0.0
49,65,181650,13,1.0
56,75,111500,4,1.0
37,78,115350,6,0.0
41,73,174500,11,1.0
47,70,159850,10,1.0
54,61,191600,12,1.0
21,62,139400,8,0.0
66,64,182050,12,1.0
43,76,241900,18,1.0
37,65,152250,10,0.0
52,66,166250,10,1.0
61,70,155300,9,1.0
41,64,102650,5,0.0
64,68,160100,9,1.0
66,70,87000,3,1.0
47,78,269450,20,1.0
64,66,167600,9,1.0
46,71,168650,12,0.0
55,66,177000,12,1.0
20,78,97650,4,0.0
34,58,203800,15,1.0
24,69,242700,18,0.0
26,70,194300,14,0.0
42,65,74800,1,1.0
35,62,91350,3,0.0
58,78,100750,4,1.0
43,62,191950,14,1.0
47,76,126250,7,1.0
29,79,114550,5,0.0
43,72,151600,10,1.0
31,68,135850,7,0.0
42,65,98350,4,1.0
52,75,139600,9,0.0
21,66,211550,14,0.0
66,70,233400,17,0.0
48,64,128950,7,1.0
20,70,112800,5,0.0
55,73,278800,22,0.0
44,68,162250,10,0.0
38,71,247850,18,1.0
22,67,147950,9,0.0
40,71,85400,3,0.0
19,76,149800,9,0.0
60,62,190400,11,1.0
41,69,89850,3,1.0
61,77,118700,6,1.0
38,75,115800,6,1.0
38,71,168650,10,0.0
60,67,170950,11,1.0
19,67,154900,9,0.0
26,68,135450,7,0.0
43,65,183850,12,1.0
28,72,165650,11,0.0
18,65,116000,6,0.0
66,64,118150,7,1.0
64,74,137400,7,1.0
47,71,185150,12,0.0
63,67,179100,13,1.0
34,73,81850,3,1.0
49,67,112100,6,1.0
62,75,176800,10,1.0
42,76,190750,13,1.0
29,80,211650,15,0.0
41,73,180150,12,1.0
64,72,158750,10,0.0
37,74,116000,6,1.0
37,70,170700,11,0.0
34,69,189050,13,1.0
35,72,185150,12,1.0
65,77,171550,11,1.0
25,72,168100,10,0.0
38,73,146650,8,0.0
48,66,157350,10,1.0
61,71,156900,10,0.0
36,63,180800,12,1.0
24,63,101100,5,0.0
27,67,138500,9,0.0
19,70,276600,22,0.0
25,72,190900,11,0.0
49,71,147500,9,1.0
40,64,99500,5,1.0
25,74,109000,4,0.0
67,72,170800,11,1.0
22,74,169850,11,0.0
63,71,217550,16,0.0
64,76,127100,7,1.0
27,70,131600,8,0.0
55,67,136150,8,0.0
67,65,79450,3,1.0
23,69,167300,8,0.0
28,70,145500,8,0.0
42,73,208550,15,1.0
39,60,195100,14,1.0
60,70,201750,14,1.0
49,64,103950,5,1.0
22,72,161050,10,0.0
56,73,203450,14,1.0
59,70,170700,11,1.0
62,74,156600,10,1.0
19,70,139350,7,0.0
33,64,194000,14,0.0
42,74,100900,5,1.0
25,75,157550,10,0.0
42,59,192350,12,1.0
62,81,200700,14,1.0
45,79,154850,10,0.0
65,70,163850,11,1.0
24,68,221550,16,0.0
34,68,149850,9,0.0
61,67,111250,6,1.0
23,67,182450,13,0.0
57,73,99300,4,0.0
33,66,102050,4,0.0
48,66,151950,9,0.0
20,64,180900,12,0.0
51,66,153300,9,1.0
60,71,153400,10,1.0
47,67,113700,5,0.0
