budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
1800000,"[{""id"": 37, ""name"": ""Western""}]",,4929,"[{""id"": 378, ""name"": ""prison""}, {""id"": 934, ""name"": ""judge""}, {""id"": 1502, ""name"": ""marshal""}, {""id"": 2122, ""name"": ""death penalty""}, {""id"": 2493, ""name"": ""oklahoma""}, {""id"": 4129, ""name"": ""widow""}, {""id"": 9656, ""name"": ""cattle drive""}, {""id"": 33407, ""name"": ""hanging""}, {""id"": 155859, ""name"": ""law man""}, {""id"": 157136, ""name"": ""lynching""}, {""id"": 169962, ""name"": ""search party""}]",en,Hang 'em High,"Marshall Jed Cooper survives a hanging, vowing revenge on the lynch mob that left him dangling. To carry out his oath for vengeance, he returns to his former job as a lawman. Before long, he's caught up with the nine men on his hit list and starts dispensing his own brand of Wild West justice.",11.756943,"[{""name"": ""United Artists"", ""id"": 60}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/31/1968,6800000,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The hanging was the best show in town. But they made two mistakes. They hung the wrong man and they didn't finish the job!,Hang 'em High,6.7,192
1700000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",,1688,"[{""id"": 291, ""name"": ""circus""}, {""id"": 2551, ""name"": ""pet""}, {""id"": 3714, ""name"": ""human being""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5726, ""name"": ""insurrection""}, {""id"": 6092, ""name"": ""army""}, {""id"": 14759, ""name"": ""ape""}]",en,Conquest of the Planet of the Apes,"In a futuristic world that has embraced ape slavery, Caesar, the son of the late simians Cornelius and Zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity.",18.828683,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""APJAC Productions"", ""id"": 12943}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/29/1972,9700000,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,All new! The revolt of the apes. The most awesome spectacle in the annals of science fiction!,Conquest of the Planet of the Apes,6.1,236
1600000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",,592,"[{""id"": 582, ""name"": ""san francisco""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 2380, ""name"": ""audio tape""}, {""id"": 2980, ""name"": ""wiretap""}, {""id"": 4918, ""name"": ""shadowing""}]",en,The Conversation,"Surveillance expert Harry Caul (Gene Hackman) is hired by a mysterious client's brusque aide (Harrison Ford) to tail a young couple, Mark (Frederic Forrest) and Ann (Cindy Williams). Tracking the pair through San Francisco's Union Square, Caul and his associate Stan (John Cazale) manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple are in danger.",20.810292,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""The Coppola Company"", ""id"": 536}, {""name"": ""The Directors Company"", ""id"": 14120}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/7/1974,4420000,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Harry Caul is an invader of privacy. The best in the business.,The Conversation,7.5,372
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,1651,"[{""id"": 911, ""name"": ""exotic island""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 3136, ""name"": ""plantation""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 11014, ""name"": ""mail order bride""}, {""id"": 155845, ""name"": ""french noir""}]",fr,La sirène du Mississipi,"Adapted from a story by William Irish, it's a noirish tale of a man who orders a mail-order bride but receives instead a con woman.",3.654018,"[{""name"": ""Les Films du Carrosse"", ""id"": 53}, {""name"": ""Les Productions Artistes Associ\u00e9s"", ""id"": 64}, {""name"": ""Produzioni Associate Delphos"", ""id"": 34403}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",6/18/1969,0,123,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The Bride Came as Advertised...With an Unadvertised Special,Mississippi Mermaid,6.7,32
1500000,"[{""id"": 28, ""name"": ""Action""}]",,11690,"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9362, ""name"": ""sensei""}, {""id"": 9917, ""name"": ""mixed martial arts""}, {""id"": 12354, ""name"": ""hong kong""}]",en,Bloodsport,"Frank Dux has entered the ""kumite"", an illegal underground martial-arts competition where serious injury and even death are not unknown. Chong Li, a particularly ruthless and vicious fighter is the favorite, but then again Dux has not fought him yet.",17.49699,"[{""name"": ""Cannon Films"", ""id"": 4110}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/26/1988,11806119,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The true story of an American ninja.,Bloodsport,6.6,363
1500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,13820,"[{""id"": 387, ""name"": ""california""}, {""id"": 2150, ""name"": ""cocaine""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4470, ""name"": ""punk""}, {""id"": 4934, ""name"": ""theory""}, {""id"": 6027, ""name"": ""music""}, {""id"": 6149, ""name"": ""police""}, {""id"": 6158, ""name"": ""cult""}, {""id"": 8900, ""name"": ""rocker""}, {""id"": 9738, ""name"": ""ufo""}, {""id"": 9887, ""name"": ""surrealism""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 164861, ""name"": ""repossession""}]",en,Repo Man,"A down and out young punk gets a job working with a seasoned repo man, but what awaits him in his new career is a series of outlandish adventures revolving around aliens, the CIA, and a most wanted '64 Chevy.",11.35344,"[{""name"": ""Edge City"", ""id"": 11463}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/20/1984,2300000,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It’s 4 a.m. Do you know where your car is?,Repo Man,6.7,144
1455000,"[{""id"": 37, ""name"": ""Western""}]",,39209,"[{""id"": 10322, ""name"": ""native american""}, {""id"": 163674, ""name"": ""gunfighter""}, {""id"": 208155, ""name"": ""hunting party""}]",en,Shalako,"Sean Connery is Shalako, a guide in the old West who has to rescue an aristocratic British hunting party from Indians and bandits.",3.598457,"[{""name"": ""Central Cinema Company Film"", ""id"": 1787}, {""name"": ""Palomar Pictures International"", ""id"": 12146}, {""name"": ""Kingston Film Productions Ltd."", ""id"": 12147}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",11/6/1968,2620000,113,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Sean Connery is Shalako! Shalako means action! Action means Bardot!,Shalako,5.4,12
1377800,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 80, ""name"": ""Crime""}]",,2661,"[{""id"": 339, ""name"": ""submarine""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 2534, ""name"": ""missile""}, {""id"": 2988, ""name"": ""shark attack""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 155461, ""name"": ""shark repelent""}, {""id"": 155488, ""name"": ""black cat""}, {""id"": 163455, ""name"": ""super powers""}]",en,Batman,The Dynamic Duo faces four super-villains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.,9.815394,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""DC Comics"", ""id"": 429}, {""name"": ""William Dozier Productions"", ""id"": 1188}, {""name"": ""Greenlawn Productions"", ""id"": 1189}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/30/1966,0,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He's Here Big As Life In A Real Bat-Epic,Batman,6.1,203
0,"[{""id"": 37, ""name"": ""Western""}]",,218500,[],en,The Ballad of Gregorio Cortez,The entire cause of the problem evolves from the use of a deputy to translate. His command of Spanish is inadequate and he mistranslates what a witness tells the sheriff as to whether the real perpetrator of the crime is riding a mare (yegua) or a male horse (caballo). This error results in destroying a family and the death of an innocent man.,0.592821,"[{""name"": ""Moctesuma Esparza Productions"", ""id"": 32189}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/19/1983,0,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Ballad of Gregorio Cortez,0,0
0,"[{""id"": 878, ""name"": ""Science Fiction""}]",,42033,"[{""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 206850, ""name"": ""canuxploitation""}]",en,Def-Con 4,"Two men and a woman circle the globe in a satellite armed with a nuclear device. The third world war breaks out, and a few months later the satellite crashes. They survive the crash but one man gets killed by survivors and the other man gets caught. The woman stays by the remains of the the satellite but is soon caught by evil punks who have taken power.",0.319792,"[{""name"": ""New World Pictures"", ""id"": 1950}, {""name"": ""Salter Street Films International"", ""id"": 26139}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",3/15/1985,0,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The last defense. The last hope. The battle for the future of the world has begun.,Def-Con 4,2.8,10
1250000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,9725,"[{""id"": 1890, ""name"": ""camping""}, {""id"": 5767, ""name"": ""summer camp""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 193575, ""name"": ""b horror""}, {""id"": 207969, ""name"": ""brisbane queensland""}]",en,Friday the 13th Part 2,"Five years after the horrible bloodbath at Camp Crystal Lake, it seems Jason Voorhees and his demented mother are in the past. Paul opens up a new camp close to the infamous site, ignoring warnings to stay away, and a sexually-charged group of counselors follow -- including child psychologist major Ginny. But Jason has been hiding out all this time, and now he's ready for revenge.",16.517777,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Georgetown Productions, Inc."", ""id"": 7512}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/1/1981,21722776,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The body count continues...,Friday the 13th Part 2,6,315
1250000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",,23730,"[{""id"": 1299, ""name"": ""monster""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 1879, ""name"": ""shower""}, {""id"": 6149, ""name"": ""police""}, {""id"": 8636, ""name"": ""blood splatter""}, {""id"": 9794, ""name"": ""toxic""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 11181, ""name"": ""decapitation""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14895, ""name"": ""cannibal""}, {""id"": 15167, ""name"": ""police detective""}, {""id"": 18082, ""name"": ""flamethrower""}, {""id"": 41267, ""name"": ""bum""}, {""id"": 41412, ""name"": ""sewer""}, {""id"": 158927, ""name"": ""police investigation""}, {""id"": 195331, ""name"": ""nuclear waste""}, {""id"": 232085, ""name"": ""hobo""}]",en,C.H.U.D.,"A rash of bizarre murders in New York City seems to point to a group of grotesquely deformed vagrants living in the sewers. A courageous policeman, a photo journalist and his girlfriend, and a nutty bum, who seems to know a lot about the creatures, band together to try and determine what the creatures are and how to stop them.",4.45544,"[{""name"": ""New World Pictures"", ""id"": 1950}, {""name"": ""C.H.U.D. Productions"", ""id"": 85889}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/31/1984,3412497,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They're not staying down there anymore!,C.H.U.D.,5.3,62
1200000,"[{""id"": 18, ""name"": ""Drama""}]",,1412,"[{""id"": 459, ""name"": ""sexual obsession""}, {""id"": 572, ""name"": ""sex""}, {""id"": 738, ""name"": ""sexuality""}, {""id"": 2249, ""name"": ""camcorder""}, {""id"": 2874, ""name"": ""spanner""}, {""id"": 3201, ""name"": ""orgasm""}, {""id"": 3297, ""name"": ""videoband""}, {""id"": 4115, ""name"": ""longing""}, {""id"": 4316, ""name"": ""safe sex""}, {""id"": 4434, ""name"": ""interview""}, {""id"": 178649, ""name"": ""voyeurism""}]",en,"Sex, Lies, and Videotape",A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,10.869492,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Outlaw Productions"", ""id"": 889}, {""name"": ""Virgin"", ""id"": 1419}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/18/1989,0,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,"Sex, Lies, and Videotape",6.7,185
1200000,"[{""id"": 37, ""name"": ""Western""}]","http://www.mgm.com/#/our-titles/766/The-Good,-the-Bad-and-the-Ugly",429,"[{""id"": 801, ""name"": ""bounty hunter""}, {""id"": 972, ""name"": ""refugee""}, {""id"": 1321, ""name"": ""gold""}, {""id"": 2095, ""name"": ""anti hero""}, {""id"": 2125, ""name"": ""gallows""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 6092, ""name"": ""army""}, {""id"": 9503, ""name"": ""outlaw""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11426, ""name"": ""moral ambiguity""}, {""id"": 156212, ""name"": ""spaghetti western""}]",it,"Il buono, il brutto, il cattivo","While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",88.377076,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Produzioni Europee Associati (PEA)"", ""id"": 7508}, {""name"": ""Arturo Gonz\u00e1lez Producciones Cinematogr\u00e1ficas S.A."", ""id"": 42498}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",12/23/1966,6000000,161,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,For three men the Civil War wasn't hell. It was practice.,"The Good, the Bad and the Ugly",8.1,2311
1200000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",,59917,"[{""id"": 10601, ""name"": ""blaxploitation""}]",en,Cotton Comes to Harlem,The Charismatic black nationalist leader Rev Deke O'Malley is trying to sell the people of Harlem a dream. Invest $100 in his company and live in Africa. But cops Gravedigger and Coffin know all about Deke and his fraudulent schemes that take advantage of the poor and the ignorant and can't wait for a chance to expose him.,1.079125,[],[],5/27/1970,0,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Introducing COFFIN ED and GRAVEDIGGER, two detectives only a mother could love.",Cotton Comes to Harlem,6.7,13
1100000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",,39895,"[{""id"": 393, ""name"": ""civil war""}, {""id"": 2398, ""name"": ""narration""}, {""id"": 3392, ""name"": ""voodoo""}, {""id"": 5919, ""name"": ""necrophilia""}, {""id"": 9706, ""name"": ""anthology""}, {""id"": 207447, ""name"": ""librarian""}, {""id"": 207545, ""name"": ""freak show""}]",en,From a Whisper to a Scream,"The uncle of an executed murderess relates four stories of his hometown, Oldfield, to a reporter. In the first, an elderly man pursues a romance with a younger woman, even to the grave and beyond. In the second, a wounded man on the run from creditors is rescued by a backwoods hermit who holds the secret to eternal life. In the third, a glass-eating carny pays the ultimate price for looking for love on the outside. And in the fourth, a group of Civil War soldiers are held captive by a household of orphans with strange intentions for them.",1.220072,"[{""name"": ""Conquest Productions"", ""id"": 6087}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/25/1987,1400000,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Welcome to Oldfield. Stop in for a night of pure terror.,From a Whisper to a Scream,6.8,15
1000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",,811,"[{""id"": 1826, ""name"": ""space marine""}, {""id"": 2725, ""name"": ""sunlight""}, {""id"": 3704, ""name"": ""plants""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4165, ""name"": ""saturn""}, {""id"": 4166, ""name"": ""biotope""}, {""id"": 4168, ""name"": ""greenhouse""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9882, ""name"": ""space""}, {""id"": 10637, ""name"": ""food""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 156039, ""name"": ""space station""}]",en,Silent Running,"In a future Earth barren of all flora and fauna, the planet's ecosystems exist only in large pods attached to spacecraft. When word comes in that the pods are to be jettisoned into space and destroyed so that the spacecraft can be reused for commercial purposes, most of the crew of the Valley Forge rejoice at the prospect of going home. Not so for botanist Freeman Lowell who loves the forest and its creatures, so decides to take matters into his own hands to protect what he loves.",11.095414,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Trumbull/Gruskoff Productions"", ""id"": 23276}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/9/1972,0,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Amazing companions on an incredible journey...that journeys beyond imagination!,Silent Running,6.3,177
1000000,"[{""id"": 18, ""name"": ""Drama""}]",,1366,"[{""id"": 240, ""name"": ""underdog""}, {""id"": 276, ""name"": ""philadelphia""}, {""id"": 396, ""name"": ""transporter""}, {""id"": 700, ""name"": ""italo-american""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2416, ""name"": ""publicity""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 4097, ""name"": ""independence""}, {""id"": 4487, ""name"": ""boxing match""}, {""id"": 4613, ""name"": ""training""}, {""id"": 4663, ""name"": ""lovers""}, {""id"": 4902, ""name"": ""surprise""}, {""id"": 5378, ""name"": ""world champion""}, {""id"": 5383, ""name"": ""amateur""}, {""id"": 6067, ""name"": ""victory""}]",en,Rocky,"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.",72.19808,"[{""name"": ""United Artists"", ""id"": 60}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/21/1976,117235147,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,His whole life was a million-to-one shot.,Rocky,7.5,1791
1000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",,5769,"[{""id"": 5626, ""name"": ""from rags to riches""}, {""id"": 18015, ""name"": ""tutor""}, {""id"": 222842, ""name"": ""squire""}]",en,Tom Jones,Tom loves Sophie and Sophie loves Tom. But Tom and Sophie are of differering classes. Can they find a way through the mayhem to be true to love?,2.833166,"[{""name"": ""Woodfall Film Productions"", ""id"": 1980}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",10/6/1963,37600000,128,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Tom Jones! . . . loves and loves and loves and loves . . .,Tom Jones,6.1,39
1300000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",,103,"[{""id"": 422, ""name"": ""vietnam veteran""}, {""id"": 444, ""name"": ""taxi""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 4225, ""name"": ""night shift""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 7368, ""name"": ""alienation""}, {""id"": 9622, ""name"": ""misanthrope""}, {""id"": 11325, ""name"": ""shot to death""}, {""id"": 33625, ""name"": ""illegal prostitution""}, {""id"": 167104, ""name"": ""loner""}]",en,Taxi Driver,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",58.845025,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Italo/Judeo Productions"", ""id"": 46059}, {""name"": ""Bill/Phillips"", ""id"": 46060}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/7/1976,28262574,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,"On every street in every city, there's a nobody who dreams of being a somebody.",Taxi Driver,8,2535
1000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",,11298,"[{""id"": 4924, ""name"": ""insane asylum""}, {""id"": 12564, ""name"": ""werewolf""}, {""id"": 155818, ""name"": ""newswoman""}]",en,The Howling,"After a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem.",6.532855,"[{""name"": ""AVCO Embassy Pictures"", ""id"": 494}, {""name"": ""International Film Investors"", ""id"": 502}, {""name"": ""Wescom Productions"", ""id"": 10312}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/3/1981,17985893,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Imagine your worst fear a reality,The Howling,6.4,161
950000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.mgm.com/#/our-titles/566/Dr.-No,646,"[{""id"": 212, ""name"": ""london england""}, {""id"": 392, ""name"": ""england""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 470, ""name"": ""spy""}, {""id"": 585, ""name"": ""casino""}, {""id"": 911, ""name"": ""exotic island""}, {""id"": 1317, ""name"": ""card game""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2051, ""name"": ""intelligence""}, {""id"": 3266, ""name"": ""jamaica""}, {""id"": 3268, ""name"": ""secret base""}, {""id"": 3269, ""name"": ""secret mission""}, {""id"": 3270, ""name"": ""baccarat""}, {""id"": 3271, ""name"": ""secret organization""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3275, ""name"": ""nuclear radiation""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 4289, ""name"": ""secret agent""}, {""id"": 18268, ""name"": ""atomic reactor""}]",en,Dr. No,"In the film that launched the James Bond saga, Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters.",48.901542,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}]","[{""iso_3166_1"": ""JM"", ""name"": ""Jamaica""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",10/4/1962,59600000,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,NOW meet the most extraordinary gentleman spy in all fiction!,Dr. No,6.9,940
1000000,"[{""id"": 27, ""name"": ""Horror""}]",,9003,"[{""id"": 1449, ""name"": ""underworld""}, {""id"": 3182, ""name"": ""seduction""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 8377, ""name"": ""pinhead""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10327, ""name"": ""undead""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 17996, ""name"": ""puzzle box""}, {""id"": 155619, ""name"": ""attic""}, {""id"": 161208, ""name"": ""cenobites""}, {""id"": 191564, ""name"": ""body horror""}]",en,Hellraiser,"Larry and his wife, Julia move into an old house and discover a hideous creature - the man's half-brother, who is also the woman's former lover - hiding upstairs. Having lost his earthly body to a trio of S&amp;M demons, the Cenobites, Frank, is brought back into existence by a drop of blood on the floor. He soon forces his former mistress to bring him his necessary human sacrifices to complete his body... but the Cenobites won't be happy about this.",22.583834,"[{""name"": ""New World Pictures"", ""id"": 1950}, {""name"": ""Cinemarque Entertainment BV"", ""id"": 15338}, {""name"": ""Film Futures"", ""id"": 15339}, {""name"": ""Rivdel Films"", ""id"": 15340}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",9/11/1987,14564027,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He'll tear your soul apart.,Hellraiser,6.9,449
2090000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.beyondthevalleyofthedolls.com/home.html,5722,"[{""id"": 637, ""name"": ""pop""}, {""id"": 3490, ""name"": ""pop star""}, {""id"": 4344, ""name"": ""musical""}]",en,Beyond the Valley of the Dolls,A hip and happenin' all girl rock group head to LA to claim lead-singer Kelly's inheritance and make it (and make it) in LA. Soon the girls fall into a morass of drugs and deceit as their recording success soars. It takes several tragedies to make them stop and think... but is it too late?,4.289003,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/17/1970,40000000,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This Is Not A Sequel. There Has Never Been Anything Like It!,Beyond the Valley of the Dolls,6.6,53
0,"[{""id"": 18, ""name"": ""Drama""}]",,41830,"[{""id"": 212, ""name"": ""london england""}, {""id"": 6553, ""name"": ""beatnik""}]",en,The Party's Over,"An American businessman visits London and is horrified to discover his nubile teenage daughter has become involved with a gang of thuggish ""beatniks"". Her involvement leads to wild parties, sex, death and necrophilia.",0.118324,"[{""name"": ""Tricastle"", ""id"": 68081}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",4/22/1965,0,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Party's Over,6.1,6
